"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPIFORECAST","TOT","AGRWTH","A","1994",1.98598130841127,
"GBR","CPIFORECAST","TOT","AGRWTH","A","1995",2.60913834796993,
"GBR","CPIFORECAST","TOT","AGRWTH","A","1996",2.43115852145872,
"GBR","CPIFORECAST","TOT","AGRWTH","A","1997",1.81642044078471,
"GBR","CPIFORECAST","TOT","AGRWTH","A","1998",1.55803996194098,
"GBR","CPIFORECAST","TOT","AGRWTH","A","1999",1.34676191591513,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2000",0.797319158770604,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2001",1.23810615613892,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2002",1.23428830257051,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2003",1.37583892617452,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2004",1.34613262716537,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2005",2.03592814371256,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2006",2.34741784037557,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2007",2.31442869057552,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2008",3.59690238434886,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2009",2.18353496606671,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2010",3.30156896717682,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2011",4.46328736488999,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2012",2.80082062260287,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2013",2.5683297180043,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2014",1.47195668725161,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2015",0.0500208420175469,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2016",0.641613198900207,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2017",2.69084285477719,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2018",2.47520761106177,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2019",1.77812745869361,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2020",0.8812615955476,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2021",2.58237547881743,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2022",8.87360924522779,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2023",6.61485967276342,
"GBR","CPIFORECAST","TOT","AGRWTH","A","2024",3.30866119006311,
"EST","CPIFORECAST","TOT","AGRWTH","A","1997",9.31140126769474,
"EST","CPIFORECAST","TOT","AGRWTH","A","1998",8.7818224283474,
"EST","CPIFORECAST","TOT","AGRWTH","A","1999",3.09787442873348,
"EST","CPIFORECAST","TOT","AGRWTH","A","2000",3.93151459256843,
"EST","CPIFORECAST","TOT","AGRWTH","A","2001",5.62624339835977,
"EST","CPIFORECAST","TOT","AGRWTH","A","2002",3.58807588075881,
"EST","CPIFORECAST","TOT","AGRWTH","A","2003",1.38656341565505,
"EST","CPIFORECAST","TOT","AGRWTH","A","2004",3.03839603653815,
"EST","CPIFORECAST","TOT","AGRWTH","A","2005",4.11705044889376,
"EST","CPIFORECAST","TOT","AGRWTH","A","2006",4.44372286562997,
"EST","CPIFORECAST","TOT","AGRWTH","A","2007",6.74527324229101,
"EST","CPIFORECAST","TOT","AGRWTH","A","2008",10.6057991025199,
"EST","CPIFORECAST","TOT","AGRWTH","A","2009",0.1989545135367,
"EST","CPIFORECAST","TOT","AGRWTH","A","2010",2.74089935760167,
"EST","CPIFORECAST","TOT","AGRWTH","A","2011",5.07976808518707,
"EST","CPIFORECAST","TOT","AGRWTH","A","2012",4.2193332011035,
"EST","CPIFORECAST","TOT","AGRWTH","A","2013",3.2465959618678,
"EST","CPIFORECAST","TOT","AGRWTH","A","2014",0.475907198096565,
"EST","CPIFORECAST","TOT","AGRWTH","A","2015",0.0675455932753034,
"EST","CPIFORECAST","TOT","AGRWTH","A","2016",0.799999999999801,
"EST","CPIFORECAST","TOT","AGRWTH","A","2017",3.65079365079365,
"EST","CPIFORECAST","TOT","AGRWTH","A","2018",3.41213629402795,
"EST","CPIFORECAST","TOT","AGRWTH","A","2019",2.26834497971522,
"EST","CPIFORECAST","TOT","AGRWTH","A","2020",-0.634262227082162,
"EST","CPIFORECAST","TOT","AGRWTH","A","2021",4.48715029465137,
"EST","CPIFORECAST","TOT","AGRWTH","A","2022",20.152836283131,
"EST","CPIFORECAST","TOT","AGRWTH","A","2023",10.838482824089,
"EST","CPIFORECAST","TOT","AGRWTH","A","2024",2.77254068827343,
"LVA","CPIFORECAST","TOT","AGRWTH","A","1997",8.07378072671122,
"LVA","CPIFORECAST","TOT","AGRWTH","A","1998",4.29486333025224,
"LVA","CPIFORECAST","TOT","AGRWTH","A","1999",2.11439242870257,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2000",2.63321037785563,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2001",2.52638890986241,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2002",1.9633546410581,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2003",2.93960448957776,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2004",6.18702814964503,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2005",6.89035429689044,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2006",6.57105767447612,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2007",10.0812064965197,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2008",15.2534513647381,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2009",3.25884203211296,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2010",-1.223788608671,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2011",4.22247323973964,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2012",2.28547343793009,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2013",0.0109323623153061,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2014",0.69034525671398,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2015",0.212948967406386,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2016",0.0991650139166023,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2017",2.8937488032903,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2018",2.55426911656374,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2019",2.74705334742948,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2020",0.0806228692524907,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2021",3.23919564835288,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2022",16.9862068124246,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2023",10.7004296924788,
"LVA","CPIFORECAST","TOT","AGRWTH","A","2024",5.0032356816874,
"SVN","CPIFORECAST","TOT","AGRWTH","A","1997",8.33772511558121,
"SVN","CPIFORECAST","TOT","AGRWTH","A","1998",7.91579300511615,
"SVN","CPIFORECAST","TOT","AGRWTH","A","1999",6.1149625392483,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2000",8.95295013769259,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2001",8.62463027695609,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2002",7.49180023516312,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2003",5.64779845246872,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2004",3.65873595413769,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2005",2.43086951950379,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2006",2.54870563117168,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2007",3.80361343276105,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2008",5.5223952557736,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2009",0.849842824767913,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2010",2.05596129102406,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2011",2.07669291758039,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2012",2.80942854657736,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2013",1.9297800338409,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2014",0.366032818452456,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2015",-0.763301963248687,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2016",-0.153334611121739,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2017",1.55656637315829,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2018",1.93376068376111,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2019",1.69229156756634,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2020",-0.275108616369791,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2021",2.04714393759036,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2022",9.23516772633078,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2023",7.50182274444024,
"SVN","CPIFORECAST","TOT","AGRWTH","A","2024",4.38372635805027,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1962",26.1267112356363,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1963",25.9747312404328,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1964",22.1443917410714,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1965",28.5952182161455,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1966",31.863475238722,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1967",29.2201673268721,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1968",16.2273978043767,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1969",7.57800811564248,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1970",13.5785037144501,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1971",34.7233004203046,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1972",58.4548639916436,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1973",60.303096108471,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1974",24.2164869358983,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1975",182.792473788264,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1976",444.013141824222,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1977",176.031720444833,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1978",175.508666194926,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1979",159.511007346005,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1980",100.764172890206,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1981",104.476896467218,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1982",164.779047761298,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1983",343.800135792956,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1984",626.733592268704,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1985",672.180754090921,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1986",90.0903717585339,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1987",131.334676733639,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1988",342.95384081705,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1989",3079.45410407976,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1990",2313.96278986331,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1991",171.671699443472,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1992",24.8999501082678,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1993",10.6115129405833,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1994",4.17733761079798,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1995",3.37609854585312,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1996",0.155677818387419,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1997",0.528587739768843,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1998",0.924665345259014,
"ARG","CPIFORECAST","TOT","AGRWTH","A","1999",-1.16667695198682,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2000",-0.939107403163536,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2001",-1.06550342787062,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2002",25.8685462155053,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2003",13.44314341624,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2004",4.41598601087358,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2005",9.64239819992482,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2006",10.896440304989,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2007",8.83356970844211,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2008",8.58437553267839,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2009",6.27067386493678,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2010",10.4613092929073,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2011",9.77538664681345,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2012",10.0623176536828,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2013",10.5997453828848,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2014",38.4000000000001,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2015",27.7000000170623,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2016",40.6999999982416,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2017",28.5584444714574,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2018",36.2743275340769,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2019",54.3862350799672,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2020",40.4047598277393,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2021",50.9000000364857,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2022",91.9999999795697,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2023",83.0000000822207,
"ARG","CPIFORECAST","TOT","AGRWTH","A","2024",59.9999999888371,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1977",4.174591834826,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1978",6.01468801542115,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1979",9.1835395425516,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1980",18.1266180553723,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1981",37.0570218765046,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1982",90.1216950380295,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1983",32.6250271466839,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1984",11.9476086217241,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1985",15.0518919036826,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1986",11.8367535846561,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1987",16.8466118305095,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1988",20.826323662352,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1989",16.5099268916577,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1990",19.044172877063,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1991",28.7093655012174,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1992",21.7882282234043,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1993",9.78148848769634,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1994",13.5342332584628,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1995",23.185887660148,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1996",17.5122178011536,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1997",13.2476979228189,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1998",11.6595109266725,
"CRI","CPIFORECAST","TOT","AGRWTH","A","1999",10.0453139322354,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2000",10.9612250483134,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2001",11.2559620805772,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2002",9.16697674759868,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2003",9.44767702481123,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2004",12.315127656771,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2005",13.7977579052733,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2006",11.4707613164059,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2007",9.35702954497301,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2008",13.4246528498756,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2009",7.84275335926485,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2010",5.66265293058343,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2011",4.87814918851221,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2012",4.49555811582495,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2013",5.23118882463769,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2014",4.51934648748448,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2015",0.801856860849244,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2016",-0.0174720657745677,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2017",1.62572330389918,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2018",2.22119827424341,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2019",2.0961966767712,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2020",0.724841973552442,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2021",1.72657484978535,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2022",8.83690509937064,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2023",6.89166493849122,
"CRI","CPIFORECAST","TOT","AGRWTH","A","2024",4.24524805769415,
"LTU","CPIFORECAST","TOT","AGRWTH","A","1997",10.316048310666,
"LTU","CPIFORECAST","TOT","AGRWTH","A","1998",5.36929471462107,
"LTU","CPIFORECAST","TOT","AGRWTH","A","1999",1.44346830591566,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2000",1.09418316528048,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2001",1.54949401800668,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2002",0.335758922703727,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2003",-1.07654932596579,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2004",1.15447585110991,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2005",2.67176026753309,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2006",3.75672292284866,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2007",5.81814931909326,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2008",11.0915214155257,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2009",4.16147946819735,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2010",1.19062825027825,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2011",4.12402737329934,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2012",3.16404727886729,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2013",1.16418637054249,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2014",0.242271377129909,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2015",-0.677051432733447,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2016",0.678333333333091,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2017",3.71811213932157,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2018",2.53140312514981,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2019",2.24240726038685,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2020",1.06197519774083,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2021",4.62509604286083,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2022",18.8371466330802,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2023",11.8836543874946,
"LTU","CPIFORECAST","TOT","AGRWTH","A","2024",4.02806398599384,
"EA17","CPIFORECAST","TOT","AGRWTH","A","1996",2.34608795333198,
"EA17","CPIFORECAST","TOT","AGRWTH","A","1997",1.69709946997238,
"EA17","CPIFORECAST","TOT","AGRWTH","A","1998",1.21343533245036,
"EA17","CPIFORECAST","TOT","AGRWTH","A","1999",1.16186279949457,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2000",2.18769666141329,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2001",2.39553188776986,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2002",2.26336863137548,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2003",2.10526682786048,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2004",2.17573130813612,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2005",2.186776530473,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2006",2.2020383176822,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2007",2.1575544523563,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2008",3.32602178066411,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2009",0.315685139718765,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2010",1.60185440797441,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2011",2.72858913942641,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2012",2.48731677492496,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2013",1.33930829310363,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2014",0.420053526057144,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2015",0.181054009956841,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2016",0.242796109741006,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2017",1.53800689862583,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2018",1.76480982458334,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2019",1.18847388947111,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2020",0.255630521635592,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2021",2.56038399378059,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2022",8.30378204814205,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2023",6.76924416901414,
"EA17","CPIFORECAST","TOT","AGRWTH","A","2024",3.36461999360537,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",1.26929492291979,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",1.1750904985742,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",1.15255257874976,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",1.05777259925381,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",1.06054167267633,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",0.973271902817805,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",0.701841309314257,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",0.549256320915103,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",0.24448718507067,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",0.208393305842097,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",0.468380180754309,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",1.13603909863917,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",1.77751142157447,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",1.87364387378678,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",2.04298291689467,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",2.13187810846334,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",2.00201702271859,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",2.67805970007524,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",2.51974200206615,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",1.99982009743936,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",1.78949662753329,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",1.59756004255085,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",1.66770061857889,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",1.67427392433108,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",1.76656427874286,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",1.07861622113156,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",1.10892565827183,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",1.25731005782658,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",1.46545242570455,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",1.97665697062365,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",2.03166384672416,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",2.38220007533049,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",2.42196472119599,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",2.04975146476726,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",2.16340471932698,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",1.78173627925899,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",1.51013862693186,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",2.00194185205981,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2006-Q3",1.78077364748722,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",1.45628604352795,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",1.85467374601641,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",1.81449022263635,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",1.95271734875821,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",3.17515486149567,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",3.28683794975942,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",3.67457500276087,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",3.72842844786632,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",2.22577484640241,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",1.06106450501019,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",0.0507312972884269,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",-0.0613973322933862,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",0.566516884375109,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",1.3284368899889,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",1.77741158654626,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",1.71074603920807,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",1.95738216300484,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2011-Q1",3.01530645262904,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2011-Q2",3.69711841800152,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2011-Q3",3.85944732688451,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2011-Q4",3.62701836954999,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2012-Q1",2.73251906525499,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2012-Q2",2.27260557086893,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2012-Q3",2.42469830628638,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2012-Q4",2.85789813291934,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2013-Q1",2.6324255853195,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2013-Q2",2.26666844327373,
"AUT","CPIFORECAST","TOT","AGRWTH","Q","2013-Q3",1.99129616827376,
